"[""875de01b-edb9-47a4-aabc-7acd97ecde43""]"
_id	title	abbreviation
3994047c-e8ff-4735-bcc8-2f06e9406cd0	Oklahoma	OK
ea46e21f-889c-4960-b0eb-3cf65a093a1c	Texas	TX
